INFO	2025-09-16 09:41:21,825	[conftest.py:59]	/Users/jiayue.a.liu/.cache/selenium/chromedriver/mac-arm64/140.0.7339.82/chromedriver
INFO	2025-09-16 09:41:21,836	[conftest.py:60]	Chrome driver initialized with Selenium Manager
INFO	2025-09-16 09:41:22,514	[basepage.py:110]	Open the url:https://qa-transportation-management.logistics.rakuten.co.jp/portal#/login
INFO	2025-09-16 09:41:26,890	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:26,891	[basepage.py:326]	Locator-value ://input[@data-testid='login-organizationId-input']
INFO	2025-09-16 09:41:26,908	[basepage.py:45]	Locate to the element: ('xpath', "//input[@data-testid='login-organizationId-input']")
INFO	2025-09-16 09:41:27,101	[basepage.py:154]	Input text: 9999999999
INFO	2025-09-16 09:41:27,101	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:27,101	[basepage.py:326]	Locator-value ://input[@data-testid='login-userId-input']
INFO	2025-09-16 09:41:27,128	[basepage.py:45]	Locate to the element: ('xpath', "//input[@data-testid='login-userId-input']")
INFO	2025-09-16 09:41:27,237	[basepage.py:154]	Input text: autoadmin
INFO	2025-09-16 09:41:27,238	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:27,238	[basepage.py:326]	Locator-value ://input[@data-testid='login-password-input']
INFO	2025-09-16 09:41:27,257	[basepage.py:45]	Locate to the element: ('xpath', "//input[@data-testid='login-password-input']")
INFO	2025-09-16 09:41:27,350	[basepage.py:154]	Input text: 98765
INFO	2025-09-16 09:41:27,351	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:27,351	[basepage.py:326]	Locator-value ://button[@data-testid='login-login-button']
INFO	2025-09-16 09:41:27,391	[basepage.py:80]	Click element by selenium: ('xpath', "//button[@data-testid='login-login-button']")
INFO	2025-09-16 09:41:27,391	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:27,391	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:29,436	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:29,436	[basepage.py:326]	Locator-value ://button[./*[@data-testid='menu-card-title']]
INFO	2025-09-16 09:41:29,484	[basepage.py:80]	Click element by selenium: ('xpath', "//button[./*[@data-testid='menu-card-title']]")
INFO	2025-09-16 09:41:29,484	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:29,484	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:35,210	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:35,210	[basepage.py:326]	Locator-value ://button[contains(@class,'Sidebar')]
INFO	2025-09-16 09:41:35,464	[basepage.py:80]	Click element by selenium: ('xpath', "//button[contains(@class,'Sidebar')]")
INFO	2025-09-16 09:41:35,464	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:35,464	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:37,026	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:37,026	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:38,036	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:38,037	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:40,054	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:40,054	[basepage.py:326]	Locator-value ://h6[contains(@class,'Sidebar') and (contains(.,'Operation Schedule') or contains(.,'運行予定'))]
INFO	2025-09-16 09:41:40,139	[basepage.py:80]	Click element by selenium: ('xpath', "//h6[contains(@class,'Sidebar') and (contains(.,'Operation Schedule') or contains(.,'運行予定'))]")
INFO	2025-09-16 09:41:40,140	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:40,140	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:42,519	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:42,519	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:43,537	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:43,537	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:44,552	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:44,553	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:45,566	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:45,566	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:46,580	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:46,580	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:47,598	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:47,599	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:48,613	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:48,613	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:49,625	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:49,626	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:50,645	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:50,645	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:51,656	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:51,656	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:52,668	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:52,669	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:53,688	[basepage.py:325]	Locator-method :xpath
INFO	2025-09-16 09:41:53,688	[basepage.py:326]	Locator-value ://div[contains(@class,'CircularProgress')]
INFO	2025-09-16 09:41:54,709	[basepage.py:325]	Locator-method :xpath
